Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy
CUST_TQ4ZTD,PROD_7VIZJU,TRANS_810N9V,19,80.79,Clothing,54,Europe,0.62,978.72,2022-04-14,2023-11-18,Spring,Morning,Loyalty Program
CUST_ZJBV0N,PROD_JKBACV,TRANS_22BW4I,7,57.83,Electronics,43,Europe,0.7,9425.8,2020-12-31,2023-05-19,Spring,Evening,Loyalty Program
CUST_DD2DJ3,PROD_YADQA1,TRANS_RK0GS9,8,85.64,Electronics,44,South America,0.08,6124.1,2022-02-26,2023-10-26,Fall,Morning,Loyalty Program
CUST_O75XXC,PROD_MYEPYB,TRANS_OYVAIY,14,98.55,Sports,28,Asia,0.12,1750.84,2022-04-19,2023-03-19,Winter,Morning,Discount
CUST_GZQ5LL,PROD_ZEDJUZ,TRANS_UTDRZV,4,192.53,Sports,7,Europe,0.93,3415.5,2022-10-27,2023-09-02,Winter,Morning,Loyalty Program
CUST_YYE502,PROD_4Z9YKD,TRANS_07W7S4,18,60.47,Electronics,15,Europe,0.54,5173.39,2020-05-07,2023-03-08,Summer,Morning,Discount
CUST_CYLRAR,PROD_BGSN7B,TRANS_FLRT8M,5,32.84,Electronics,63,Europe,0.43,3503.85,2020-09-27,2023-05-28,Spring,Afternoon,Discount
CUST_4QCUZ5,PROD_P6OALX,TRANS_XDB0XN,7,191.22,Home,26,South America,0.34,4037.94,2022-09-10,2023-01-11,Fall,Morning,Loyalty Program
CUST_YVI8EY,PROD_E4EKVP,TRANS_C4WT3B,17,170.98,Clothing,32,Europe,0.94,9911.39,2021-05-08,2023-11-02,Fall,Morning,Discount
CUST_34HE5L,PROD_PWWY54,TRANS_9WOA30,15,48.82,Electronics,44,Asia,0.42,8463.73,2020-11-14,2023-12-21,Summer,Morning,Loyalty Program
CUST_Y892RU,PROD_PTPOOK,TRANS_8F42F8,11,83.43,Home,55,Asia,0.74,5615.49,2021-08-06,2023-07-02,Fall,Evening,Email Campaign
CUST_GVJBLD,PROD_EVNPV5,TRANS_ALU3BN,14,150.98,Sports,74,South America,0.1,8740.98,2021-04-12,2023-10-23,Winter,Evening,Discount
CUST_ASELHU,PROD_9XOD7L,TRANS_2J2PEB,16,76.38,Home,36,South America,0.1,664.75,2022-12-08,2023-04-03,Winter,Afternoon,Loyalty Program
CUST_QTV65I,PROD_5YCGUT,TRANS_9YW4JZ,5,174.6,Sports,86,North America,0.86,8122.59,2021-12-08,2023-10-31,Spring,Evening,Discount
CUST_82F54K,PROD_WML1X9,TRANS_4E3JAF,4,186.25,Sports,59,South America,0.71,7004.63,2021-01-01,2023-09-03,Summer,Evening,Discount
CUST_JOBMAA,PROD_6UIVJC,TRANS_HWA3I5,17,136.93,Home,45,Asia,0.42,4288.06,2020-06-01,2023-05-09,Spring,Afternoon,Discount
CUST_0RLOHO,PROD_BDJ9IH,TRANS_UMJQOR,17,101.7,Clothing,49,Asia,0.78,158.24,2022-08-10,2023-08-11,Fall,Evening,Loyalty Program
CUST_YD8G5Q,PROD_QR4XG0,TRANS_90N1DU,13,186.28,Sports,54,South America,0.28,8635.57,2022-04-25,2023-01-30,Summer,Afternoon,Email Campaign
CUST_UKYJC4,PROD_G2YKOJ,TRANS_FGL3TN,12,153.82,Clothing,80,South America,0.46,7404.05,2021-05-03,2023-01-11,Winter,Afternoon,Email Campaign
CUST_CJJI6E,PROD_HD9359,TRANS_99D59T,3,147.2,Home,85,South America,0.74,9849.9,2020-11-13,2023-10-11,Summer,Evening,Email Campaign
CUST_3H4XOA,PROD_N7MZCG,TRANS_UB7JA5,6,143.8,Clothing,46,Europe,0.15,1196.66,2020-12-27,2023-08-27,Spring,Afternoon,Loyalty Program
CUST_GVL08Y,PROD_62MRMZ,TRANS_LYPWP4,14,65.96,Clothing,84,North America,0.3,5568.41,2021-06-22,2023-08-12,Winter,Evening,Loyalty Program
CUST_UZA6KN,PROD_EB17QC,TRANS_O2VTJN,11,122.81,Electronics,56,Asia,0.84,452.45,2022-05-18,2023-02-01,Winter,Afternoon,Loyalty Program
CUST_Q4J6JQ,PROD_QIYI35,TRANS_O0RKCB,18,169.88,Sports,7,North America,0.81,7899.26,2020-03-18,2023-10-02,Summer,Evening,Loyalty Program
CUST_M7MLV4,PROD_NS6GFC,TRANS_SKWPC2,19,41.57,Sports,86,Asia,0.18,3701.55,2021-11-11,2023-03-05,Winter,Afternoon,Email Campaign
CUST_JJ7V3T,PROD_9PAN6M,TRANS_BJ2TC8,12,108.12,Home,28,Europe,0.61,5684.81,2021-06-01,2023-09-09,Winter,Afternoon,Loyalty Program
CUST_V9YD1D,PROD_37CKR2,TRANS_PL7DZX,3,149.38,Clothing,20,South America,0.94,7065.15,2022-02-08,2023-07-10,Winter,Afternoon,Discount
CUST_D7WFO7,PROD_5ALNQ2,TRANS_QAJT2F,16,103.24,Clothing,46,Europe,0.01,6219.44,2021-09-21,2023-07-02,Winter,Evening,Email Campaign
CUST_1QJ5BQ,PROD_NWSSX8,TRANS_BN8LVN,4,156.41,Sports,6,Europe,0.93,3205.99,2022-08-17,2023-03-11,Winter,Afternoon,Loyalty Program
CUST_ADNEZA,PROD_EKP9BU,TRANS_3XUL5M,5,190.75,Home,35,Europe,0.26,3185.8,2021-02-21,2023-08-15,Spring,Afternoon,Discount
CUST_N4F6J0,PROD_7UNVCI,TRANS_NMIM33,14,104.88,Home,74,Europe,0.21,3193.15,2021-01-03,2023-08-13,Spring,Morning,Loyalty Program
CUST_5PMEQX,PROD_22U5L8,TRANS_ZP3XQV,12,139.93,Home,86,South America,0.84,7159.15,2021-05-02,2023-07-18,Summer,Evening,Loyalty Program
CUST_61ECP9,PROD_OH2QCM,TRANS_UAPDKZ,3,51.07,Home,24,Asia,0.59,2912.26,2020-02-04,2023-11-28,Spring,Evening,Discount
CUST_V7U7CQ,PROD_MKUODL,TRANS_6VDRSA,10,185.49,Clothing,49,Europe,0.01,6404.75,2020-10-04,2023-08-13,Fall,Morning,Loyalty Program
CUST_QW92LR,PROD_QBSU6C,TRANS_D15TZE,6,158.19,Sports,77,South America,0.73,5718.49,2022-08-09,2023-07-06,Summer,Afternoon,Discount
CUST_EZ9ZQ5,PROD_DTE3I3,TRANS_MCLPAQ,8,43.31,Electronics,29,Europe,0.89,3731.33,2020-06-03,2023-02-08,Winter,Afternoon,Loyalty Program
CUST_UAQHI9,PROD_6F9Q6I,TRANS_5WH888,13,143.17,Electronics,44,Asia,0.6,7171.71,2022-04-15,2023-12-13,Spring,Afternoon,Discount
CUST_U585Z0,PROD_NL848C,TRANS_B45YNI,7,89.44,Home,83,North America,0.55,9123.77,2022-07-16,2023-06-14,Fall,Evening,Email Campaign
CUST_HFDCXW,PROD_WSXOGG,TRANS_OR41Z8,14,106.62,Electronics,22,South America,0.37,3961.87,2021-10-10,2023-09-08,Summer,Morning,Loyalty Program
CUST_K5O0H2,PROD_XONJ1M,TRANS_SE0LVM,8,161.49,Electronics,75,Europe,0.94,9600.3,2022-01-25,2023-04-06,Summer,Afternoon,Email Campaign
CUST_1P4EXF,PROD_YJG9VG,TRANS_RHZAF3,8,173.18,Clothing,76,Asia,0.33,9467.1,2022-04-16,2023-05-10,Spring,Evening,Discount
CUST_85MHW9,PROD_N6OEQ5,TRANS_JI7LXJ,6,50.01,Electronics,70,Asia,0.31,4362.6,2020-06-26,2023-10-10,Fall,Evening,Email Campaign
CUST_PCHBN4,PROD_U24A11,TRANS_F2RQUX,7,103.17,Clothing,19,Asia,0.07,1076.83,2022-11-21,2023-07-31,Winter,Evening,Discount
CUST_FTK2V9,PROD_CXJXV3,TRANS_2SE482,10,156.01,Clothing,71,South America,0.48,2573.75,2022-09-09,2023-05-06,Spring,Evening,Loyalty Program
CUST_LI3VUE,PROD_HWN9GT,TRANS_ORS7R0,9,138.11,Clothing,47,North America,0.39,448.07,2022-01-04,2023-05-11,Spring,Afternoon,Discount
CUST_3WNMVI,PROD_W2NVBQ,TRANS_OSW73A,1,137.65,Clothing,61,South America,0.24,7344.74,2022-02-12,2023-10-05,Summer,Morning,Loyalty Program
CUST_HUFSFP,PROD_PV6BNB,TRANS_OWTL4K,18,100.88,Electronics,59,Asia,0.42,7650.3,2022-02-17,2023-01-03,Spring,Afternoon,Email Campaign
CUST_69Z3R3,PROD_H6TO5J,TRANS_8OTRRZ,9,187.75,Sports,10,South America,0.77,5863.28,2021-12-02,2023-07-25,Summer,Afternoon,Discount
CUST_LZZTJ8,PROD_6R2M77,TRANS_S4FSH5,12,44.15,Home,52,Europe,0.43,3139.62,2022-02-22,2023-11-02,Spring,Evening,Discount
CUST_40WZI5,PROD_2AQXZQ,TRANS_AA5SU8,13,126.03,Sports,18,Europe,0.69,2598.1,2022-06-01,2023-07-21,Fall,Morning,Email Campaign
CUST_RVOINA,PROD_JOI6CX,TRANS_VYN7Q0,1,199.91,Home,44,Europe,0.85,8792.72,2021-08-20,2023-09-27,Spring,Evening,Discount
CUST_2IXRCO,PROD_U5QSYV,TRANS_BHBUV1,2,122.17,Clothing,55,South America,0.41,3501.34,2021-07-02,2023-10-07,Summer,Afternoon,Discount
CUST_MPJ217,PROD_9PJ6LB,TRANS_EI5ZK6,4,195.97,Home,40,North America,0.18,9481.2,2020-07-10,2023-01-08,Winter,Afternoon,Loyalty Program
CUST_JYQOUL,PROD_C2M7L4,TRANS_2ATV4T,19,111.04,Electronics,37,North America,0.38,4784.84,2020-08-16,2023-10-28,Winter,Morning,Email Campaign
CUST_ZQDVJR,PROD_IIS346,TRANS_QNWNKN,9,39.24,Clothing,23,Europe,0.66,4098.08,2021-12-27,2023-06-02,Winter,Afternoon,Discount
CUST_MN4YSP,PROD_QKDLWN,TRANS_6OM2JH,9,172.42,Home,79,North America,0.47,7166.46,2022-10-18,2023-12-03,Spring,Morning,Loyalty Program
CUST_V3HT6Z,PROD_NA7HKB,TRANS_9FMAMI,16,168.69,Electronics,86,South America,0.54,2911.73,2022-11-26,2023-01-05,Spring,Evening,Discount
CUST_8TH618,PROD_AEL6A8,TRANS_QYIFR9,18,128.49,Home,71,Asia,0.05,531.93,2020-03-20,2023-12-30,Fall,Afternoon,Email Campaign
CUST_8BHSAJ,PROD_TZOKN3,TRANS_PIMQ3F,11,39.15,Sports,52,Europe,0.06,5600.91,2020-05-12,2023-02-27,Winter,Evening,Discount
CUST_WLYQOZ,PROD_D2S3GS,TRANS_HZ1KCF,3,77.2,Sports,50,Asia,0.9,3496.52,2021-08-26,2023-08-18,Fall,Morning,Email Campaign
CUST_N5ZSGY,PROD_SA7OOQ,TRANS_BVVQ7S,14,48.91,Clothing,85,Europe,0.17,5132.58,2022-04-22,2023-11-16,Fall,Morning,Email Campaign
CUST_XLP312,PROD_8K07N6,TRANS_W1K7K3,9,25.35,Electronics,69,South America,0.76,4660.44,2020-05-09,2023-01-30,Summer,Evening,Loyalty Program
CUST_I067JD,PROD_SGSENK,TRANS_31JKNB,1,155.68,Home,32,Asia,0.28,6576.23,2022-08-27,2023-07-04,Spring,Evening,Discount
CUST_V68MWO,PROD_LFXMVU,TRANS_HGC8T1,18,121.95,Sports,23,Asia,0.64,690.95,2020-03-24,2023-07-17,Fall,Evening,Email Campaign
CUST_WINODQ,PROD_R5OPNM,TRANS_ZXN2DX,9,29.59,Electronics,86,Europe,0.16,4685.63,2022-10-14,2023-03-14,Spring,Evening,Loyalty Program
CUST_OKAPVM,PROD_4NK1NQ,TRANS_ASP9P7,12,63.67,Clothing,72,Europe,0.99,3017.59,2020-08-24,2023-02-18,Summer,Morning,Email Campaign
CUST_RC72CJ,PROD_2U8E5B,TRANS_1P9JXP,12,124.83,Home,36,North America,0.1,6827.76,2022-11-24,2023-02-13,Winter,Morning,Loyalty Program
CUST_RS64EM,PROD_0U4ZVO,TRANS_V1GRF8,3,124.93,Sports,40,Asia,0.81,1394.54,2020-04-04,2023-11-06,Winter,Afternoon,Loyalty Program
CUST_KXNIXH,PROD_02UKQ2,TRANS_Q2YW72,5,58.96,Home,34,Asia,0.05,1238.6,2021-07-21,2023-01-28,Spring,Evening,Discount
CUST_08FVTM,PROD_0S8LL1,TRANS_RON4JC,8,194.0,Clothing,71,Asia,0.6,2434.08,2022-12-15,2023-05-10,Summer,Afternoon,Discount
CUST_VZ2AHC,PROD_1TI584,TRANS_GBT0RB,10,41.46,Home,72,Asia,0.53,4574.43,2020-08-22,2023-04-06,Spring,Afternoon,Email Campaign
CUST_UQNNA8,PROD_BKS9PC,TRANS_I92EOB,14,170.21,Clothing,46,North America,0.24,7119.03,2022-05-05,2023-06-17,Summer,Evening,Loyalty Program
CUST_NZCPQ9,PROD_HC8ACQ,TRANS_ZMM7ZU,6,175.89,Clothing,54,South America,0.81,4082.7,2020-12-26,2023-10-29,Spring,Evening,Email Campaign
CUST_B55YXR,PROD_JV5S3O,TRANS_L7L010,7,155.83,Electronics,57,Asia,0.07,9300.2,2022-03-23,2023-01-08,Winter,Afternoon,Loyalty Program
CUST_IC3P9D,PROD_5WZGZ9,TRANS_X6UBMB,6,37.61,Sports,65,South America,0.35,3066.46,2022-04-12,2023-11-13,Winter,Evening,Loyalty Program
CUST_37FQUT,PROD_0AHMJ5,TRANS_T60AOH,8,174.54,Home,36,South America,0.02,8857.45,2021-05-12,2023-09-15,Spring,Evening,Email Campaign
CUST_RZ0XJY,PROD_ZY5Z38,TRANS_B14ITP,4,86.19,Electronics,25,South America,0.6,8634.61,2020-06-06,2023-12-12,Spring,Morning,Loyalty Program
CUST_ESJ0J5,PROD_SYL9WN,TRANS_SRLVGL,9,113.37,Home,76,North America,0.54,4104.74,2020-06-15,2023-02-08,Winter,Evening,Discount
CUST_KFN89Q,PROD_9VNMVX,TRANS_MO5OU1,19,97.11,Electronics,80,Europe,0.96,8702.47,2020-07-20,2023-07-10,Fall,Morning,Loyalty Program
CUST_59J2HG,PROD_T0NV0D,TRANS_TY3NB3,18,65.99,Clothing,20,Europe,0.5,8820.47,2022-07-28,2023-07-11,Fall,Evening,Discount
CUST_IOCHUM,PROD_09VLNC,TRANS_RSOZ8N,5,167.75,Electronics,13,South America,0.31,4610.92,2022-06-13,2023-11-24,Spring,Morning,Discount
CUST_OVFH3R,PROD_ST0BM4,TRANS_WUL6XP,9,119.98,Clothing,26,Asia,0.51,9815.64,2022-09-16,2023-11-03,Summer,Afternoon,Email Campaign
CUST_6Z0C0K,PROD_1EFEDD,TRANS_CJPPG6,5,167.02,Home,55,North America,0.49,813.4,2020-07-19,2023-07-18,Winter,Morning,Email Campaign
CUST_Q26FD5,PROD_CJ4WG1,TRANS_PGY5PN,12,138.27,Home,6,North America,0.62,3769.8,2022-03-02,2023-12-11,Spring,Evening,Email Campaign
CUST_C2O6CR,PROD_90LIR8,TRANS_ZX7OL1,2,157.09,Home,34,South America,0.82,6080.2,2021-11-11,2023-03-05,Summer,Evening,Email Campaign
CUST_06CPSH,PROD_O1LD62,TRANS_3UG4P6,16,143.73,Home,57,South America,0.65,6773.17,2020-11-04,2023-07-08,Summer,Morning,Discount
CUST_XZU5L4,PROD_74IT1Y,TRANS_SPM7NO,3,160.28,Home,51,Europe,0.5,5656.6,2020-11-09,2023-07-06,Summer,Evening,Email Campaign
CUST_00ZP0L,PROD_VF6K5X,TRANS_QI7T3Y,1,65.8,Clothing,26,Asia,0.35,3618.25,2021-12-07,2023-11-06,Fall,Evening,Loyalty Program
CUST_PUJ23C,PROD_DYLFQ3,TRANS_365E35,1,134.34,Electronics,63,Europe,0.27,5415.8,2020-10-22,2023-07-01,Summer,Morning,Discount
CUST_INKL06,PROD_GKHNLL,TRANS_YZN1SJ,9,103.84,Sports,19,Europe,0.17,3033.65,2021-07-16,2023-11-25,Fall,Afternoon,Email Campaign
CUST_BGMLHK,PROD_EYSGCQ,TRANS_QXU4DP,18,155.62,Clothing,49,North America,0.12,2062.88,2020-10-19,2023-01-16,Summer,Afternoon,Loyalty Program
CUST_J4427F,PROD_K8HSZ6,TRANS_M20E7Y,1,124.07,Electronics,40,South America,0.64,1930.18,2020-08-13,2023-10-27,Summer,Afternoon,Discount
CUST_EZJWO9,PROD_1MAOLM,TRANS_2WU9OQ,13,39.23,Home,21,Europe,0.62,526.72,2020-03-02,2023-06-03,Spring,Evening,Loyalty Program
CUST_G42REL,PROD_CX8ZP5,TRANS_LA4M3Z,18,158.98,Sports,57,Europe,0.89,1459.05,2022-05-06,2023-09-05,Winter,Evening,Discount
CUST_L1HANL,PROD_12S0EP,TRANS_957C04,11,69.21,Clothing,74,Europe,0.11,978.98,2020-08-09,2023-12-01,Winter,Evening,Email Campaign
CUST_KXLQJO,PROD_T0FQZ6,TRANS_IAL4M9,15,190.85,Home,76,South America,0.31,4978.73,2021-08-20,2023-12-19,Fall,Morning,Email Campaign
CUST_CWWE8H,PROD_1U7J6F,TRANS_AE1D29,3,144.05,Home,64,Asia,0.29,3436.92,2022-04-11,2023-03-10,Fall,Afternoon,Email Campaign
CUST_O8RP21,PROD_HQXWG0,TRANS_O88ZIL,4,30.11,Clothing,21,Europe,0.07,8805.62,2021-02-17,2023-10-26,Spring,Morning,Discount
CUST_MFAA3Q,PROD_F5P5H0,TRANS_73UBU6,11,131.64,Home,72,North America,0.96,7347.65,2021-09-14,2023-04-14,Fall,Afternoon,Email Campaign
CUST_W99UJF,PROD_NP9YPD,TRANS_6ZNZTG,16,26.16,Home,33,South America,0.04,4963.51,2022-01-01,2023-07-06,Summer,Morning,Email Campaign
CUST_7Q4QTF,PROD_FJLLGK,TRANS_0L80TW,11,33.07,Electronics,67,Asia,0.52,1689.31,2021-11-27,2023-07-09,Summer,Morning,Email Campaign
CUST_BEXUPP,PROD_DFMESG,TRANS_QPZAXI,11,33.16,Home,18,North America,0.12,3344.44,2020-06-16,2023-11-06,Summer,Morning,Loyalty Program
CUST_KF0T5L,PROD_JNJLEP,TRANS_0VMYUX,19,99.71,Clothing,17,Asia,0.09,7066.69,2021-01-21,2023-05-17,Winter,Morning,Email Campaign
CUST_J69I4Z,PROD_BY01T1,TRANS_68J676,5,33.87,Clothing,14,North America,0.87,5560.88,2022-09-30,2023-11-04,Spring,Afternoon,Email Campaign
CUST_DEZKML,PROD_ZO7EK1,TRANS_3C5RDN,16,136.35,Sports,47,Asia,0.59,2175.53,2022-06-15,2023-01-16,Summer,Evening,Loyalty Program
CUST_BS26NI,PROD_D4ZVRW,TRANS_SK2Y94,10,112.5,Clothing,11,North America,0.45,3700.05,2022-06-30,2023-03-21,Winter,Afternoon,Discount
CUST_VZ1V7X,PROD_HAUFAC,TRANS_ORNZCI,6,120.14,Electronics,76,Europe,0.98,3389.04,2021-04-11,2023-07-06,Winter,Evening,Loyalty Program
CUST_WRVQ90,PROD_RVZTAF,TRANS_SN0O88,7,154.03,Clothing,18,South America,0.32,6200.0,2022-02-04,2023-01-17,Spring,Morning,Email Campaign
CUST_Y8X7IP,PROD_JRLD9O,TRANS_IBNF9J,6,125.76,Clothing,70,Europe,0.35,5593.27,2020-07-17,2023-12-02,Spring,Evening,Discount
CUST_360FAU,PROD_2DIVTA,TRANS_SLI12E,14,54.36,Sports,28,North America,0.89,2261.18,2022-04-22,2023-07-12,Fall,Afternoon,Discount
CUST_V1M2RB,PROD_3UNQ1K,TRANS_5JA9I2,8,144.84,Home,17,Europe,0.12,3213.86,2022-04-10,2023-05-16,Summer,Evening,Discount
CUST_ZU8HDX,PROD_GETH3Q,TRANS_6NZPYC,14,174.33,Clothing,25,Europe,0.75,7308.49,2020-06-05,2023-03-11,Winter,Morning,Email Campaign
CUST_KNM2AX,PROD_68XGJ0,TRANS_CJPEP4,15,182.34,Clothing,86,South America,0.61,7092.61,2021-06-28,2023-12-04,Summer,Morning,Email Campaign
CUST_EDDBYN,PROD_WDXL15,TRANS_F9WFZI,7,123.95,Electronics,44,Asia,0.83,377.21,2020-06-18,2023-07-13,Winter,Afternoon,Email Campaign
CUST_0PDJFY,PROD_GEZQZU,TRANS_Y834KP,2,48.66,Sports,80,Asia,0.17,477.79,2020-02-03,2023-03-24,Winter,Evening,Discount
CUST_38H8AR,PROD_JR5VQL,TRANS_SJZAYY,19,40.36,Electronics,28,South America,0.67,4255.95,2020-09-14,2023-07-08,Winter,Evening,Email Campaign
CUST_TJH473,PROD_6A4F0F,TRANS_41J2LR,13,175.29,Home,85,Asia,0.84,8990.15,2022-04-28,2023-04-12,Summer,Morning,Discount
CUST_NY88W8,PROD_2RA7KJ,TRANS_KY3TC8,5,186.07,Electronics,7,Europe,0.39,3311.38,2021-03-19,2023-05-27,Winter,Afternoon,Discount
CUST_VCKHAP,PROD_2TU4UY,TRANS_SE5ZVP,15,197.2,Sports,28,North America,0.59,6828.56,2021-06-11,2023-04-28,Fall,Morning,Loyalty Program
CUST_HIEJOC,PROD_DV2UT0,TRANS_BUKHG7,8,76.35,Clothing,69,Europe,0.86,4707.2,2021-08-08,2023-05-06,Fall,Afternoon,Loyalty Program
CUST_I8D4FW,PROD_W0SG4E,TRANS_3OM61R,18,28.19,Sports,30,North America,0.61,2337.5,2020-10-13,2023-10-18,Spring,Evening,Discount
CUST_S86VTI,PROD_7FG9WQ,TRANS_8CKYNI,2,102.97,Electronics,9,Europe,0.4,701.93,2022-03-08,2023-06-02,Winter,Evening,Discount
CUST_5BH891,PROD_V2ZVP4,TRANS_3OZF7C,15,181.4,Electronics,85,Asia,0.52,1414.88,2020-07-05,2023-08-22,Summer,Afternoon,Discount
CUST_M14KH8,PROD_7JA1IB,TRANS_FWX4OL,7,117.89,Clothing,86,Europe,0.24,3704.42,2020-01-13,2023-12-25,Fall,Evening,Email Campaign
CUST_PMD6AZ,PROD_SOMV9N,TRANS_5K929A,7,154.17,Clothing,65,South America,0.14,2361.01,2022-05-06,2023-09-12,Winter,Evening,Email Campaign
CUST_6GJO1A,PROD_JKL042,TRANS_5ZOM57,11,46.96,Sports,69,South America,0.69,1454.19,2022-03-19,2023-10-14,Summer,Evening,Discount
CUST_GHX669,PROD_46GU42,TRANS_9NVX6Z,17,64.16,Sports,8,Europe,0.24,4826.89,2021-12-25,2023-02-16,Winter,Morning,Loyalty Program
CUST_HF2MC8,PROD_QI3IS1,TRANS_M1HHWW,15,114.05,Electronics,30,Asia,0.61,5510.55,2020-06-21,2023-03-14,Fall,Evening,Email Campaign
CUST_12ZGU9,PROD_IXUH4T,TRANS_6C7QZ8,9,88.32,Electronics,28,South America,0.56,8016.4,2020-01-29,2023-10-15,Fall,Afternoon,Email Campaign
CUST_6YZE30,PROD_8KSYLE,TRANS_QNU8LO,16,76.3,Electronics,24,Europe,0.54,9057.67,2020-04-05,2023-09-18,Winter,Evening,Discount
CUST_WM04MS,PROD_J8GVPH,TRANS_MXK22B,18,91.6,Electronics,30,North America,0.71,2109.66,2022-08-14,2023-05-24,Summer,Evening,Loyalty Program
CUST_27EEF0,PROD_QBBVUO,TRANS_ZVUILE,18,181.23,Home,67,South America,0.76,7386.16,2021-06-14,2023-04-23,Fall,Evening,Discount
CUST_OB21EZ,PROD_ZG85NT,TRANS_4N06LQ,11,188.93,Home,84,Asia,0.32,3647.98,2022-10-11,2023-02-19,Spring,Afternoon,Email Campaign
CUST_J7HCKP,PROD_YZ61A5,TRANS_C25NZA,19,47.54,Clothing,88,North America,0.75,9565.16,2020-04-21,2023-12-28,Winter,Morning,Discount
CUST_FC9VUM,PROD_TR1YSI,TRANS_5TWGS5,2,180.79,Clothing,33,North America,0.24,2020.52,2021-06-24,2023-02-05,Fall,Afternoon,Discount
CUST_82HY7S,PROD_A7JZUQ,TRANS_I3NFS4,1,57.85,Sports,75,Europe,0.66,7243.07,2022-12-23,2023-04-07,Spring,Evening,Discount
CUST_W5947S,PROD_KJJCZJ,TRANS_8Y3LE9,10,194.33,Clothing,28,South America,0.02,957.13,2022-01-18,2023-12-03,Spring,Afternoon,Email Campaign
CUST_EP5RW6,PROD_WE0CAN,TRANS_DWMQEZ,19,177.62,Electronics,6,Europe,0.93,2530.78,2020-07-26,2023-12-18,Spring,Evening,Discount
CUST_FQFSFR,PROD_RZNJYP,TRANS_16VCA9,14,133.51,Sports,89,Europe,0.95,4801.88,2021-12-10,2023-02-21,Winter,Morning,Discount
CUST_CIIQBA,PROD_RNXPUD,TRANS_C42WWS,1,143.26,Electronics,58,Asia,0.86,4529.45,2020-10-20,2023-02-16,Summer,Morning,Email Campaign
CUST_NQ6FTF,PROD_C5RIUB,TRANS_K9BZV2,4,95.05,Sports,35,South America,0.32,2275.58,2020-10-28,2023-01-01,Fall,Morning,Email Campaign
CUST_RGAMHP,PROD_JB8G1G,TRANS_9L5SH3,5,155.5,Clothing,29,North America,0.64,5528.17,2021-08-19,2023-04-19,Winter,Afternoon,Loyalty Program
CUST_JJ5HXU,PROD_9Z1D4B,TRANS_JRUF1D,8,132.18,Clothing,30,Europe,0.37,6009.63,2021-12-04,2023-09-28,Fall,Afternoon,Loyalty Program
CUST_4DVWFW,PROD_AUPWQF,TRANS_FODUW5,19,31.76,Sports,17,North America,0.22,7406.1,2022-08-19,2023-01-14,Spring,Afternoon,Discount
CUST_YJHGPS,PROD_52JCIO,TRANS_3CZMJ0,15,177.49,Electronics,63,Europe,0.85,1522.48,2020-03-19,2023-08-21,Spring,Evening,Loyalty Program
CUST_98356S,PROD_ASFGFS,TRANS_ECFLCB,14,117.15,Home,47,Asia,0.87,7304.33,2021-01-28,2023-05-30,Fall,Evening,Loyalty Program
CUST_LVA4EG,PROD_7SNWW1,TRANS_R20UZO,1,106.85,Home,55,North America,0.6,683.67,2021-05-21,2023-02-07,Fall,Morning,Discount
CUST_O8ICJM,PROD_NZQ2A5,TRANS_78QG8K,15,72.23,Clothing,45,North America,0.74,4709.6,2020-11-24,2023-10-14,Fall,Evening,Loyalty Program
CUST_9LAS0U,PROD_O1R0QE,TRANS_05H4H0,18,193.41,Home,79,Europe,0.18,7415.95,2021-03-19,2023-05-05,Fall,Evening,Email Campaign
CUST_DG0BC4,PROD_93LO49,TRANS_V39INK,14,119.95,Sports,18,South America,0.11,3113.56,2020-10-05,2023-04-13,Spring,Afternoon,Loyalty Program
CUST_45P8BM,PROD_FTOGRZ,TRANS_D7RFVZ,8,180.81,Home,15,Europe,0.98,8956.9,2022-01-14,2023-03-01,Winter,Morning,Email Campaign
CUST_II8XPN,PROD_LOSOPG,TRANS_1FJ6FR,5,40.41,Clothing,13,Europe,0.85,1665.43,2022-11-24,2023-12-05,Fall,Afternoon,Email Campaign
CUST_WYQH80,PROD_27VYT6,TRANS_Q72OPX,12,162.41,Home,41,Asia,0.77,1036.62,2021-01-06,2023-11-29,Spring,Afternoon,Email Campaign
CUST_6S2V4C,PROD_MQI3Y9,TRANS_W8TN7Y,15,166.2,Clothing,34,Asia,0.32,7311.47,2020-04-22,2023-09-10,Fall,Morning,Loyalty Program
CUST_H53NJX,PROD_NEDQVL,TRANS_HYQB5O,17,89.05,Clothing,58,North America,0.22,3000.44,2022-02-19,2023-11-10,Summer,Afternoon,Loyalty Program
CUST_O4DNV1,PROD_VF17RW,TRANS_9K253K,10,40.14,Electronics,20,North America,0.99,7921.42,2020-08-08,2023-05-22,Summer,Afternoon,Discount
CUST_RCF7N8,PROD_SS81DO,TRANS_N6TRET,8,115.15,Clothing,50,South America,0.25,5074.86,2022-01-20,2023-10-29,Fall,Afternoon,Discount
CUST_0VACOR,PROD_C1CWZT,TRANS_GXQWHQ,19,138.0,Sports,14,Europe,0.13,1830.28,2021-08-02,2023-06-18,Winter,Evening,Discount
